,review,cleaning,noun
173,서로 스타일링도 공유하고 옷도 공유할 수 있는 아주 유익하고 윈윈할 수 있는 곳입니다!,서로스타일링도공유하고옷도공유할수있는아주유익하고윈윈할수있는곳입니다,"['서로', '스타', '일링', '공유', '공유', '윈윈']"
174,이것저것 입어보며 스타일 유목하기 딱인 앱입니다.,이것저것입어보며스타일유목하기딱인앱입니다,"['스타일', '유목']"
175,옷 욕심도 많고 패션에 관심이 많아서 쇼핑을 자주하는데 이게 꽤 부담이더라구요ㅠㅠ 근데 여기선 렌탈도 가능하고 셰어도 해서 너무 좋아요! 다양한 아이템 구경하는 재미도 쏠쏠하네여 앞으로 계속 쓸거에요!,옷욕심도많고패션에관심이많아서쇼핑을자주하는데이게꽤부담이더라구요ㅠㅠ근데여기선렌탈도가능하고셰어도해서너무좋아요다양한아이템구경하는재미도쏠쏠하네여앞으로계속쓸거에요,"['욕심', '패션', '관심', '쇼핑', '자주', '데이', '부담', '기선', '렌탈', '셰어', '도해', '아이템', '구경', '재미', '계속']"
176,이런 앱을 이제야 알다니 입고싶은 옷은 있는데 가격대도 있고 자주 입을 것 같지는 않고 고민은 되고 그리고 근처에 대여점도 없고 여기는 와 배송도 해주고 세탁걱정이 없으니까 너무 좋네요 특히 배송이 맘에 ㅂ니다! 번창하세요!,이런앱을이제야알다니입고싶은옷은있는데가격대도있고자주입을것같지는않고고민은되고그리고근처에대여점도없고여기는와배송도해주고세탁걱정이없으니까너무좋네요특히배송이맘에ㅂ니다번창하세요,"['이제야', '알다', '가격', '주입', '고민', '근처', '대여', '점도', '배송', '세탁', '걱정', '배송', '이맘', '번창']"
177,괜찮은 상품 찾기 너무 어렵고 괜찮은건 열리자마자 1초만에 마감됨.,괜찮은상품찾기너무어렵고괜찮은건열리자마자1초만에마감됨,"['상품', '찾기']"
178,깔끔하게 옷 렌탈해서 입을수있어서 너무 좋아요 :),깔끔하게옷렌탈해서입을수있어서너무좋아요,['옷렌탈']
179,"처음 써보는데 원하는 옷, 가방 빌릴 수 있고",처음써보는데원하는옷가방빌릴수있고,"['처음', '가방']"
180,클로젯셰어가 있어서 소비가 줄고 있어요!! 일회성이 강한 옷들은 공유옷장으로 빌려입으니 제 옷장에게도 지구에게도 일석이조인 것 같아 너무 만족하며 사용하고 있어요 :),클로젯셰어가있어서소비가줄고있어요일회성이강한옷들은공유옷장으로빌려입으니제옷장에게도지구에게도일석이조인것같아너무만족하며사용하고있어요,"['셰어', '소비', '가줄', '요일', '이강', '공유', '옷장', '옷장', '지구', '일석이조', '사용']"
181,"앱 자체 내에 에러도 없고, 옷 대여가능 여부도 빠르게 확인가능합니다. 그리고 고객센터와 연결이 편리한 점이 아주 좋았습니다",앱자체내에에러도없고옷대여가능여부도빠르게확인가능합니다그리고고객센터와연결이편리한점이아주좋았습니다,"['체내', '에러', '가능', '확인', '고객', '센터', '연결', '이아주']"
182,환경 보호 차원에서도 좋은 서비스이고 옷이 예전보다 자꾸 많아지네요~ 그런데 실제로 보거나 입어보질 못하니 멤버십 이용하면서 항상 반은 실패해요..ㅜ,환경보호차원에서도좋은서비스이고옷이예전보다자꾸많아지네요그런데실제로보거나입어보질못하니멤버십이용하면서항상반은실패해요ㅜ,"['환경보호', '차원', '서비스', '예전', '자꾸', '실제', '멤버십', '상반']"
183,"평소 미니멀 라이프를 꿈꾸고 있었는데, 딱 원하던 서비스입니다.",평소미니멀라이프를꿈꾸고있었는데딱원하던서비스입니다,"['평소', '미니', '라이프', '서비스']"
184,화려한 옷을 좋아하는 사람이라면 정말 유용해요!,화려한옷을좋아하는사람이라면정말유용해요,"['사람', '라면', '정말']"
185,"쇼핑몰에서 옷 고를때처럼 모델 착용샷이 있으면 옷 고르는 소비자 입장에서는 더 편할 것 같아요. 그리고 패션업계나 패션에 엄청 돈 쓰는 분들 아닌 평범한 소비자가 쓰기에는 가격대가 좀 비싼것 같네요😭😭 평범한 미니멀리스트로서 옷을 대여한다는 아이디어가 좋아서 다운받아봤는데 너무 비싸고, 입으면 어떤 핏일지 가늠이 안돼서 선택하기 어려워요.",쇼핑몰에서옷고를때처럼모델착용샷이있으면옷고르는소비자입장에서는더편할것같아요그리고패션업계나패션에엄청돈쓰는분들아닌평범한소비자가쓰기에는가격대가좀비싼것같네요평범한미니멀리스트로서옷을대여한다는아이디어가좋아서다운받아봤는데너무비싸고입으면어떤핏일지가늠이안돼서선택하기어려워요,"['쇼핑몰', '모델', '착용', '소비자', '입장', '패션', '업계', '패션', '소비자', '쓰기', '가격', '좀비', '미니', '멀리', '스트로', '대여', '아이디어', '다운', '일지', '가늠', '이안', '선택']"
186,비싸서 입을 엄두도 못 냈던 옷들을 직접 입을 수 있어서 너무 너무 좋아요!! 명품들 렌터하는 거 치고 가격도 그리 비싼 편이 아닌 거 같아서 좋은 거 같아요!,비싸서입을엄두도못냈던옷들을직접입을수있어서너무너무좋아요명품들렌터하는거치고가격도그리비싼편이아닌거같아서좋은거같아요,"['엄두', '직접', '명품', '가격', '편이']"
187,옷과 가방을 보냄. 1-2주 넘게 아무런 연락 없음.,옷과가방을보냄12주넘게아무런연락없음,"['가방', '연락']"
188,"평소 입어보고 싶었지만 막상 사기엔 한두번 입을 것 같은 옷들 입기에도 좋고,",평소입어보고싶었지만막상사기엔한두번입을것같은옷들입기에도좋고,"['평소', '막상', '사기']"
189,패션에 관심이 많다보니 당연히 클로젯셰어도 가입하게되었네요 취지도 좋고 실생활에 무척 유용하니 이런어플 정말 칭찬합니다 없어지지말고 쭉 이어지면 좋겟네여,패션에관심이많다보니당연히클로젯셰어도가입하게되었네요취지도좋고실생활에무척유용하니이런어플정말칭찬합니다없어지지말고쭉이어지면좋겟네여,"['패션', '관심', '셰어', '가입', '취지', '실생활', '무척', '어플', '정말', '칭찬']"
190,특별한 날때마다 옷을 사야해서 걱정이 많았어요. 그런데 이 어플을 통해서 옷 걱정 고민따윈 없어졌어요. 그리고 그날마다 그 옷 하루만 있으면 되는데 빌리는 게 더 비용이 저렴하더라고요. 그점에서 너무 좋았어요.,특별한날때마다옷을사야해서걱정이많았어요그런데이어플을통해서옷걱정고민따윈없어졌어요그리고그날마다그옷하루만있으면되는데빌리는게더비용이저렴하더라고요그점에서너무좋았어요,"['날때', '을사', '걱정', '어플', '통해', '걱정', '고민', '그날', '하루', '더비', '용이']"
191,옷을 사도 여러번 못입고 질려하는 편인데,옷을사도여러번못입고질려하는편인데,['사도']
192,다른 분들 말씀처럼 흰바탕만 나온다던지 하며 앱안정성이 심히 불안정하네요. 오래가는 서비스로 남으려면 보완이 시급하다고 생각되고요. 4박 5일의 정해진 렌트기간도 불필요하다고 느껴져요. 다양한 이용권과 필터가 생겼음 좋겠네요. 그리고 한가지 궁금한 점이 있는데 정품인증은 하고 있는건가요?,다른분들말씀처럼흰바탕만나온다던지하며앱안정성이심히불안정하네요오래가는서비스로남으려면보완이시급하다고생각되고요4박5일의정해진렌트기간도불필요하다고느껴져요다양한이용권과필터가생겼음좋겠네요그리고한가지궁금한점이있는데정품인증은하고있는건가요,"['말씀', '바탕', '안정', '서비스', '보완', '생각']"
193,화면도 안뜨고 렉은 렉대로 먹고 뭐하는거죠..??.. 캡쳐 다해놨고 어플 기다리다가 속 터지겠습니다 계속 켜봐도 화면이 안떠요 아무것도 못하고 지웁니다,화면도안뜨고렉은렉대로먹고뭐하는거죠캡쳐다해놨고어플기다리다가속터지겠습니다계속켜봐도화면이안떠요아무것도못하고지웁니다,"['화면', '도안', '캡쳐', '어플', '가속', '계속', '도화면', '이안', '아무']"
194,아이디어는 좋고 저도 몇 번 써봤는네 고객응대가 기본도 매뉴얼도 이해도 없고 개판 오분전 와장창창.,아이디어는좋고저도몇번써봤는네고객응대가기본도매뉴얼도이해도없고개판오분전와장창창,"['아이디어', '고저', '몇번', '고객', '응대', '기본', '매뉴얼', '이해도', '개판', '분전']"
195,백만원짜리 맡겨도 하루에 오백원들어오고 뭐 세탁기간 반납기간 이런거 빼면 계속 빌려간다쳐도 세달동안 삼만원도 안들어와요 ㅋㅋㅋ 그리고 시간지나면 상태점수도 알아서 깎여서 돈도 덜 들어와요 ㅎ 최악이었던건 옷다시 돌려받았는데 세탁도 안하고 보내서 잔뜩 더러워져서 왔어요 ㅋㅋ 그래서 다시 돌려보냈는데 뭐 진행사항이런거 안내도 없다가 세탁해서 다시 보내놨더라고요 이런식으로 하면 누가 쉐어를 할까요? 호기심에 해봤었는데 어플 삭제합니다 ..이만얼마 벌자고 비싼옷 맡겨서 상태는 또ㅜ에휴,백만원짜리맡겨도하루에오백원들어오고뭐세탁기간반납기간이런거빼면계속빌려간다쳐도세달동안삼만원도안들어와요ㅋㅋㅋ그리고시간지나면상태점수도알아서깎여서돈도덜들어와요ㅎ최악이었던건옷다시돌려받았는데세탁도안하고보내서잔뜩더러워져서왔어요ㅋㅋ그래서다시돌려보냈는데뭐진행사항이런거안내도없다가세탁해서다시보내놨더라고요이런식으로하면누가쉐어를할까요호기심에해봤었는데어플삭제합니다이만얼마벌자고비싼옷맡겨서상태는또ㅜ에휴,"['백만원', '하루', '오백원', '세탁기', '반납', '기간', '계속', '간다', '도세', '달동', '삼만원', '도안', '상태', '점수', '최악', '다시', '세탁', '도안', '잔뜩', '다시', '진행', '사항', '누가', '쉐어', '호기심', '어플', '삭제', '상태']"
196,종료하고 다시 열어도 제품페이지로 바로 연결되고 거기에서 나가면 request entity too large라고 뜹니다,종료하고다시열어도제품페이지로바로연결되고거기에서나가면requestentitytoolarge라고뜹니다,"['종료', '어도', '제품', '페이지', '연결', '거기', '가면']"
197,"매번 어떤 신상 올라오는지 보는 재미도 쏠쏠하고! 옷 쇼핑 지출이 막대했는데, 옷에 돈을 덜 쓰는 것 같아 좋아요😇😇😇",매번어떤신상올라오는지보는재미도쏠쏠하고옷쇼핑지출이막대했는데옷에돈을덜쓰는것같아좋아요,"['신상', '지보', '재미', '쇼핑', '지출', '막대']"
198,클로젯셰어 이용자입니다 ㅎㅎ 친구 추천받고 깔고 이용해보는데 배송도 빠르고 이용하기가 쉽네요,클로젯셰어이용자입니다ㅎㅎ친구추천받고깔고이용해보는데배송도빠르고이용하기가쉽네요,"['셰어', '이용자', '친구', '추천', '배송', '가쉽']"
199,아직 남성복은 부족하지만 점점 서비스가 괜찮아지는 것 같네요.,아직남성복은부족하지만점점서비스가괜찮아지는것같네요,"['남성', '복은', '점점', '서비스']"
200,너무 렉이 많이 자주 걸려서 화가 나네요,너무렉이많이자주걸려서화가나네요,"['자주', '화가']"
201,타인의 옷을 위탁받아서 수익을 창출하는 시스템 구조를 가지고 있으면 적어도 오픈적으로 고객센터를,타인의옷을위탁받아서수익을창출하는시스템구조를가지고있으면적어도오픈적으로고객센터를,"['위탁', '수익', '출하', '시스템', '구조', '가지', '오픈', '고객', '센터']"
202,자주 바꿔 입어야하는 옷을 이런 유용한 앱으로 일할때도 편리하게 직접 기사님이 와주셔서 좋아요,자주바꿔입어야하는옷을이런유용한앱으로일할때도편리하게직접기사님이와주셔서좋아요,"['자주', '유용', '직접', '기사']"
203,"일단 앱 자체가 느려터졌고, 정기권 구입으로 중요한 날에 대여하려고 했지만 원하는 옷, 가방은 한달 내내 대여중. 대여 기다리다가 시간만 보내는 중입니다.",일단앱자체가느려터졌고정기권구입으로중요한날에대여하려고했지만원하는옷가방은한달내내대여중대여기다리다가시간만보내는중입니다,"['자체', '정기권', '구입', '대여', '려고', '가방', '은한', '여중']"
204,옷 종류도 부족하고 결제한 후에는 더 할인해 주는 혜택을 뿌리시네요 ㅠㅠ 무엇보다 옷 빌렸는데 사이즈도 들쭉날쭉에 상세페이지에서는 확인 못하는 실루엣 차이 때문에 한번도 못 입었어요! 환불 받고 싶어도 이미 옷 빌렸으니 환불도 못하고 이용권 정지도 일일히 상담원이랑 톡하면서 해야 되네요? 참신한 bm이어서 소비자에게 편리한 서비스일 줄 알았는데 너무 불편해서 처음으로 리뷰 남깁니다.,옷종류도부족하고결제한후에는더할인해주는혜택을뿌리시네요ㅠㅠ무엇보다옷빌렸는데사이즈도들쭉날쭉에상세페이지에서는확인못하는실루엣차이때문에한번도못입었어요환불받고싶어도이미옷빌렸으니환불도못하고이용권정지도일일히상담원이랑톡하면서해야되네요참신한bm이어서소비자에게편리한서비스일줄알았는데너무불편해서처음으로리뷰남깁니다,"['종류', '결제', '혜택', '사이즈', '들쭉날쭉', '상세', '페이지', '확인', '실루엣', '차이', '때문', '한번', '환불', '환불', '이용권', '정지', '일일', '상담', '서해', '소비자', '서비스', '처음', '리뷰']"
205,앱개선좀 해주세요 제발 ㅠㅠㅠㅠ 서비스 너무 쓰고 싶은데 앱이 너무 구려서 화나서 못해먹겠어요 ㅠㅠ virtusize는 뭔지 제대로 동작도 안하고 그래서 위에 있는게 옷사이즈인지 밑에 있는게 옷사이즈란건지 창은 왜자꾸 위에 서너개씩 중첩이 돼요ㅜㅠ 왜 옷 누른 다음에 대여하러가기를 다시 눌러야 하는건데요ㅠㅠㅠㅠ 이전에 쓰다가 그때도 앱 때문에 화나서 멤버십 끊었는데 개선좀 됐으려나 했더니 지금은 더 복잡하고 심각해져 있네요 제돈좀 가져가요 제발 ㅠㅠ,앱개선좀해주세요제발ㅠㅠㅠㅠ서비스너무쓰고싶은데앱이너무구려서화나서못해먹겠어요ㅠㅠvirtusize는뭔지제대로동작도안하고그래서위에있는게옷사이즈인지밑에있는게옷사이즈란건지창은왜자꾸위에서너개씩중첩이돼요ㅜㅠ왜옷누른다음에대여하러가기를다시눌러야하는건데요ㅠㅠㅠㅠ이전에쓰다가그때도앱때문에화나서멤버십끊었는데개선좀됐으려나했더니지금은더복잡하고심각해져있네요제돈좀가져가요제발ㅠㅠ,"['개선', '제발', '서비스', '구려', '제대로', '동작', '도안', '서위', '사이즈', '사이', '즈란', '자꾸', '서너', '중첩', '왜옷', '대여', '에쓰', '다가', '때문', '멤버십', '개선', '지금', '제돈', '제발']"
206,넘 좋아요 일단 가격대비 합리적,넘좋아요일단가격대비합리적,"['가격', '비합리적']"
207,옷도 임블리나 치유옷있으면서 빨리 반납하려하니 계속 더 사용하라고 계속 이야기하고 그래도 싫다하니 어차피 빨리 반납안된다고 한달 채울때까지 한참을 기다려야한다고함.,옷도임블리나치유옷있으면서빨리반납하려하니계속더사용하라고계속이야기하고그래도싫다하니어차피빨리반납안된다고한달채울때까지한참을기다려야한다고함,"['임블', '리나', '치유', '반납', '계속', '사용', '계속', '이야기', '어차피', '반납', '한참', '고함']"
208,인스타 광고보고 설치하고 부푼 마음으로,인스타광고보고설치하고부푼마음으로,"['인스타', '광고', '보고', '설치', '마음']"
209,검색이 안되니까 시장통에서 무더기옷 헤집으면서 찾아야하는 기분인데 이것저것 보는것도 느리니까 너무 답답해요,검색이안되니까시장통에서무더기옷헤집으면서찾아야하는기분인데이것저것보는것도느리니까너무답답해요,"['검색', '장통', '무더기', '기분']"
210,사진의 양이 많아서 그런건지 모르겠지만 자주 먹통이 되는거 같아요.,사진의양이많아서그런건지모르겠지만자주먹통이되는거같아요,"['진의', '자주', '먹통']"
211,"분명 배송 받을때 오후 2시에서 7시 사이 배송된다하고 7시 이후 9시쯤 배송 되구요, 회수도 2시-7시 사이 이루어 진다고 하면서 항상 12시-1시 사이 회수하러 오시네요. 안내된 배송/회수 시간을 바꾸던지, 철저히 2시-7시로 지켜지게 되었으면 좋겠어요. 외출 시 혹시나 일찍 회수 하러 올지몰라 항상 마음 졸여요.",분명배송받을때오후2시에서7시사이배송된다하고7시이후9시쯤배송되구요회수도2시7시사이이루어진다고하면서항상12시1시사이회수하러오시네요안내된배송회수시간을바꾸던지철저히2시7시로지켜지게되었으면좋겠어요외출시혹시나일찍회수하러올지몰라항상마음졸여요,"['분명', '배송', '오후']"
212,어플에서 직접 이용중인 서비스 해지를 못하고 직원과 컨택이 되어야만 서비스를 해지할 수 있도록 해둠,어플에서직접이용중인서비스해지를못하고직원과컨택이되어야만서비스를해지할수있도록해둠,"['어플', '직접', '이용', '서비스', '해지', '직원', '컨택', '서비스', '해지']"
213,의류의 질과 종류가 굉장히 좋습니다. 서비스는 만족스럽습니다. 그러나 그만큼 앱도 신경을 써주셨으면 좋겠어요.,의류의질과종류가굉장히좋습니다서비스는만족스럽습니다그러나그만큼앱도신경을써주셨으면좋겠어요,"['의류', '종류', '서비스', '신경']"
214,자주 입지 않을 스타일의 옷들을,자주입지않을스타일의옷들을,"['자주', '입지', '스타일']"
215,클로젯쉐어는 좋은데 맨날 하얀색으로 멈추거나 (상품 안 뜬 채) 되돌아가기 누르면 항상 정해진 배열로 다시 맞춰져있거나 오류가 많은데 오래도록 안고쳐주시네요 앱 자체는 불편해요 ㅠ,클로젯쉐어는좋은데맨날하얀색으로멈추거나상품안뜬채되돌아가기누르면항상정해진배열로다시맞춰져있거나오류가많은데오래도록안고쳐주시네요앱자체는불편해요ㅠ,"['쉐어', '하얀색', '상품', '항상', '정해진', '배열', '오류', '안고', '자체']"
216,불편을드려죄송하단말만나오고,불편을드려죄송하단말만나오고,"['불편', '단말']"
217,클로젯셰어를 이용하면서 제 삶은 한결 편안해졌죠,클로젯셰어를이용하면서제삶은한결편안해졌죠,"['셰어', '이용', '한결']"
218,예전부터 쓰는데 옷종류도 많아지고 남성 의류도 생겨서 좋아요!!! 가방대여도 되고 최고!,예전부터쓰는데옷종류도많아지고남성의류도생겨서좋아요가방대여도되고최고,"['예전', '종류', '남성', '의류', '가방', '최고']"
219,스쉐는 문제 대체방안이 진짜 그지같아요 ㅜ 아침부터 기분 잡쳤네요 ㅜㅜ 여러뷴들!! 내돈내산하고 기분상하고 싶다면 스쉐 많~~~이 이용하세오^^^ 저는 이용 안 할렵니다 ^^^^^ 아침부터 개빡치네여,스쉐는문제대체방안이진짜그지같아요ㅜ아침부터기분잡쳤네요ㅜㅜ여러뷴들내돈내산하고기분상하고싶다면스쉐많이이용하세오저는이용안할렵니다아침부터개빡치네여,"['스쉐', '대체', '방안', '진짜', '아침', '분잡', '기분', '스쉐', '이용', '는이용안할렵', '아침']"
220,본인은 다음주에 부케를 받아야해서 옷을 사려다 이 앱을 깔고 10분만에 지운 이유를 알리고자함.,본인은다음주에부케를받아야해서옷을사려다이앱을깔고10분만에지운이유를알리고자함,"['본인', '다음주', '부케', '사려']"
221,"저는 1년 정도 앱을 사용했고 거의 셰어러로만 앱을 활용했는데요, 확실히 옷장 정리에 도움이 되고 안쓰는 물건들이 적은 금액이나마 부수입으로 역할을 하고 있습니다",저는1년정도앱을사용했고거의셰어러로만앱을활용했는데요확실히옷장정리에도움이되고안쓰는물건들이적은금액이나마부수입으로역할을하고있습니다,[]
222,옷검색뿐아니라 인기 쉐어러도 잘 찾을 수있으면 좋겠네요 쉐어러에 대한 검색은 전혀없네요,옷검색뿐아니라인기쉐어러도잘찾을수있으면좋겠네요쉐어러에대한검색은전혀없네요,"['검색', '라인', '쉐어', '쉐어', '대한', '검색', '전혀']"
223,예쁜 옷이 많고 제가 대여한 옷들 상태가 좋았어요,예쁜옷이많고제가대여한옷들상태가좋았어요,"['가대', '상태']"
224,"예전에 ANNE을 사용해본 사람이라면 같은 의견이겠지만, 앤은 대부분 사진보다 실제가 더 예뻤는데, 클로젯은 대부분 실물이 사진보다 별로예요. 대안이 없어서 클로젯을 사용하기는 하지만 썩 맘에들진 않아요.",예전에ANNE을사용해본사람이라면같은의견이겠지만앤은대부분사진보다실제가더예뻤는데클로젯은대부분실물이사진보다별로예요대안이없어서클로젯을사용하기는하지만썩맘에들진않아요,"['예전', '을사', '용해', '사람', '라면', '의견', '대부분', '사진', '실제', '대부분', '실물', '사진', '별로', '안이', '서클', '사용', '썩맘']"
225,"공유 옷장이라는 것이 신선해서 적당한 기대감으로 이용해봄. 한 달 동안 사용하면서 너무 많은 부분이 불편하고 제품도, cs도, 앱도 모두 불만족스러웠음. 공유 시스템에 대한 불신까지 퍼질 지경.",공유옷장이라는것이신선해서적당한기대감으로이용해봄한달동안사용하면서너무많은부분이불편하고제품도cs도앱도모두불만족스러웠음공유시스템에대한불신까지퍼질지경,"['공유', '옷장', '대감', '이용', '달동', '부분', '제품', '도앱', '불만족', '공유', '시스템', '불신', '지경']"
226,특별한 날 입고 싶은 옷이나 다른 스타일의 옷을 도전해보고 싶을 때 이용하기 좋아요~,특별한날입고싶은옷이나다른스타일의옷을도전해보고싶을때이용하기좋아요,"['스타일', '도전']"
227,앱 불편하다는 리뷰가 천지인데 여전하네요,앱불편하다는리뷰가천지인데여전하네요,"['리뷰', '천지']"
228,일이만원짜리 서비스도 아닌데,일이만원짜리서비스도아닌데,"['일이만원', '서비스']"
229,오류가 잦고 ux측면에서 개선이 필요한것 같습니다,오류가잦고ux측면에서개선이필요한것같습니다,"['오류', '측면', '개선']"
230,현재 아이폰8을 사용중이며 서비스를 이용하려 앱을 다운받았는데 할인전 안내로 인해 다른 서비스 이용 페이지로 넘어가지 않습니다. 확인 부탁드립니다.,현재아이폰8을사용중이며서비스를이용하려앱을다운받았는데할인전안내로인해다른서비스이용페이지로넘어가지않습니다확인부탁드립니다,"['현재', '아이폰', '을사', '서비스', '이용', '다운', '할인', '안내', '서비스', '이용', '페이지', '확인']"
231,상품을 클릭해서 상세정보를 보고 뒤로가기를 누르면 1페이지 가장 상단으로 돌아가니...매번 너무 불편해요😕,상품을클릭해서상세정보를보고뒤로가기를누르면1페이지가장상단으로돌아가니매번너무불편해요,"['상품', '클릭', '상세', '정보', '보고', '가기', '페이지', '가장', '상단']"
232,옷 입어보고 다시 올릴게요 좋은 사이트 인거같아요,옷입어보고다시올릴게요좋은사이트인거같아요,['사이트']
233,옷 보고난뒤에,옷보고난뒤에,['보고']
234,고객센터 번호도 없고 채팅이라고 있는데 칼답안하면 종료되네요^^ 문제가 있으면 고객탓하고 뭐 문제가 있는데 답변을 못들으니..이런 곳 처음봐요 절대 다시는 이용하고 싶지 않은 곳.,고객센터번호도없고채팅이라고있는데칼답안하면종료되네요문제가있으면고객탓하고뭐문제가있는데답변을못들으니이런곳처음봐요절대다시는이용하고싶지않은곳,"['고객', '센터', '번호', '채팅', '답안', '종료', '문제', '고객', '문제', '답변', '처음', '절대', '이용']"
235,브랜드 매번 새로 체크박스 설정하고 검색하는거 귀찮아요 ㅠㅠ 고정값으로 설정될수있게 만들어주세요,브랜드매번새로체크박스설정하고검색하는거귀찮아요ㅠㅠ고정값으로설정될수있게만들어주세요,"['브랜드', '체크박스', '설정', '검색', '고정', '설정']"
236,필터 검색하거나 할때 넘어가는게 느려요 ㅠ 개선되었으면 좋겠어요!,필터검색하거나할때넘어가는게느려요ㅠ개선되었으면좋겠어요,"['필터', '검색', '거나', '개선']"
237,굳이 회원탈퇴 기능 어플에 만들어 놓지도 않고,굳이회원탈퇴기능어플에만들어놓지도않고,"['굳이', '회원', '탈퇴', '기능', '어플']"
238,바로 안해주고? 요즘 그렇게 하는데가 어딨다고 보통 익일에 해주지않나요? 너무 구려요,바로안해주고요즘그렇게하는데가어딨다고보통익일에해주지않나요너무구려요,"['안해', '요즘', '보통', '익일', '구려']"
239,이미 구매한 옷으로 수익창출이 가능하고,이미구매한옷으로수익창출이가능하고,['수익']
240,비싼돈주고 구입안하고 급할때 요긴합니다,비싼돈주고구입안하고급할때요긴합니다,"['고구', '입안', '요긴']"
241,아이패드로 크게 보고 싶은데 개선해주세요,아이패드로크게보고싶은데개선해주세요,"['아이패드', '로크', '개선']"
242,"배송도 빨랐고, 맘에 듭니다.",배송도빨랐고맘에듭니다,"['배송', '듭니']"
243,카테고리나 상품목록을 누르면 아무것도 안나와요. 메인에 뜬 옷 하나하나 정보는 눌러지는데 어떤옷 있나 보고싶은데 목록이 하나도 안뜹니다.,카테고리나상품목록을누르면아무것도안나와요메인에뜬옷하나하나정보는눌러지는데어떤옷있나보고싶은데목록이하나도안뜹니다,"['카테고리', '상품', '목록', '안나', '메인', '정보', '목록', '이하나', '도안']"
244,고퀄의 좋은옷을 부담없이 입어볼수 있어서 좋아요.,고퀄의좋은옷을부담없이입어볼수있어서좋아요,['부담']
245,첫 결제하여 잘 사용중입니다. 옷의 질과 스타일은 논외로 하고 시스템 상 불편한 점이 있어 개선요청드립니다.,첫결제하여잘사용중입니다옷의질과스타일은논외로하고시스템상불편한점이있어개선요청드립니다,"['결제', '사용', '스타일', '외로', '시스템', '개선', '요청']"
246,저한테 딱 맞는 어플이네요,저한테딱맞는어플이네요,['어플']
247,모바일 어플로 키면 계속 벚꽃시즌 어쩌구 팝업창이 뜨는데 엑스 눌러도 계속 나와서 옷을 볼수가 없음 뭐하자는건지,모바일어플로키면계속벚꽃시즌어쩌구팝업창이뜨는데엑스눌러도계속나와서옷을볼수가없음뭐하자는건지,"['모바일', '어플', '로키', '계속', '벚꽃', '시즌', '팝업창', '엑스', '계속', '하자']"
248,4아이패드에서 열었을 때 뒤로가기 버튼이 없어요.(아이폰은 됨),4아이패드에서열었을때뒤로가기버튼이없어요아이폰은됨,"['아이패드', '때뒤', '가기', '버튼', '아이폰']"
249,되돌아가기 버튼이 안눌려요 어찌 어찌하다가 우연히 눌려져도 상품 개수가 0으로 뜨는 둥 불편한 점이 너무 많네요..ㅠㅠ,되돌아가기버튼이안눌려요어찌어찌하다가우연히눌려져도상품개수가0으로뜨는둥불편한점이너무많네요ㅠㅠ,"['버튼', '이안눌', '눌려', '상품', '개수']"
250,좀 느리고 뒤로 가기 눌러서 제자리로 안오고,좀느리고뒤로가기눌러서제자리로안오고,"['가기', '제자리', '로안']"
251,"멤버십, 쉐어러, 교환/회수 시스템은 좋습니다! 학생에게는 부담스러울 수 있겠지만 직장인들에게는 합리적인 가격인 듯 해요. 그리고 이용자들끼리도 대여할 수 있게 쉐어러 시스템을 만들어서 다양한 옷을 빌릴 수 있는 게 좋네요.",멤버십쉐어러교환회수시스템은좋습니다학생에게는부담스러울수있겠지만직장인들에게는합리적인가격인듯해요그리고이용자들끼리도대여할수있게쉐어러시스템을만들어서다양한옷을빌릴수있는게좋네요,"['멤버십', '쉐어', '교환', '회수', '시스템', '학생', '직장인', '합리', '격인', '듯해', '이용자', '끼리', '대여', '쉐어', '러시', '스템']"
252,금방 옷이 질려버리는 사람으로서 구원자같은 서비스인 만큼 어플 사용하면서 느끼는 불편함들이 너무너무 안타까워요ㅠㅠ 웬만한 쇼핑몰 앱 만큼만 해도 워낙 유일무이한 서비스라 잘 될 것 같은데 말이죠!,금방옷이질려버리는사람으로서구원자같은서비스인만큼어플사용하면서느끼는불편함들이너무너무안타까워요ㅠㅠ웬만한쇼핑몰앱만큼만해도워낙유일무이한서비스라잘될것같은데말이죠,"['금방', '사람', '구원', '서비스', '어플', '사용', '쇼핑몰', '해도', '워낙', '유일', '서비스']"
253,인증번호 4자리가 전송이 안되서 가입을 못하고 있어요..,인증번호4자리가전송이안되서가입을못하고있어요,"['인증', '번호', '자리', '전송', '가입']"
254,명품을 저렴하게 대여할 수 있어서 좋아요,명품을저렴하게대여할수있어서좋아요,"['명품', '대여']"
255,앱을 삭제했다가 재다운로드해도 카카오 로그인이 안되네요... 웹으로 들어갈땐 되는데 앱으론 왜 안될까요 ㅜㅜ,앱을삭제했다가재다운로드해도카카오로그인이안되네요웹으로들어갈땐되는데앱으론왜안될까요ㅜㅜ,"['삭제', '가재', '다운로드', '해도', '카카오', '로그인']"
256,앞으로 자주 애용하겠습니다 ㅎ,앞으로자주애용하겠습니다ㅎ,"['자주', '애용']"
257,브랜드로 검색하기 기능이 추가되면 좋겠습니다.,브랜드로검색하기기능이추가되면좋겠습니다,"['브랜드', '검색', '기능', '추가']"
258,최고에요.,최고에요,['최고']
259,전체보기가 미리 나와있으면 좋겠고,전체보기가미리나와있으면좋겠고,"['전체', '보기', '미리']"
